dataset	method	trial	ml	score	time
wav	lex_size	2	DecisionTreeClassifier	0.73620041898	91.24178981781006
wav	lex_size	9	DecisionTreeClassifier	0.732200498676	92.88250279426575
wav	control	9	DecisionTreeClassifier	0.746400179748	88.6719388961792
wav	control	6	DecisionTreeClassifier	0.747999979836	94.01101350784302
wav	lex_size	2	LogisticRegression	0.867798949214	147.1929202079773
wav	lex_size	8	LogisticRegression	0.865399909214	162.3155529499054
wav	lex_size	3	LogisticRegression	0.86480002919	191.45168089866638
wav	lex_size	0	LogisticRegression	0.863400309134	192.46333765983582
wav	lex_size	6	LogisticRegression	0.864200149166	199.0344944000244
wav	lex_size	9	LogisticRegression	0.86579982923	201.82225584983826
wav	lex_size	5	LogisticRegression	0.86380022915	205.6927342414856
enc	lex_size	8	LassoLarsCV	0.875970455795	287.4771783351898
wav	lex_size	4	LogisticRegression	0.866599669262	217.90863466262817
wav	lex_size	7	LogisticRegression	0.86480002919	225.7450213432312
enc	lex_size	1	LassoLarsCV	0.863926134341	301.08967757225037
wav	lex_size	1	LogisticRegression	0.86579982923	229.79626846313477
enc	lex_size	4	LassoLarsCV	0.818685129822	309.16380763053894
enc	lex_size	3	LassoLarsCV	0.825820745061	318.83906626701355
enc	lex_size	5	LassoLarsCV	0.866004965542	326.3191497325897
enc	lex_size	2	LassoLarsCV	0.859079061879	333.3373155593872
enc	lex_size	6	LassoLarsCV	0.865938888311	329.2298219203949
enc	lex_size	0	LassoLarsCV	0.799543489899	334.37919640541077
enc	lex_size	7	LassoLarsCV	0.867204488508	330.95380687713623
enc	lex_size	9	LassoLarsCV	0.861531699795	334.0459096431732
yeast	lex_size	6	LogisticRegression	0.598386019439	293.81127977371216
yeast	control	9	LogisticRegression	0.585591406644	289.429726600647
yeast	lex_size	8	LogisticRegression	0.589630447525	296.733092546463
yeast	lex_size	4	LogisticRegression	0.597035128614	296.7666485309601
yeast	lex_size	3	LogisticRegression	0.601748933328	297.6074686050415
yeast	control	1	LogisticRegression	0.597040581251	297.8502652645111
yeast	lex_size	1	LogisticRegression	0.599738273422	299.1992952823639
yeast	control	2	LogisticRegression	0.582895077632	299.6460597515106
yeast	lex_size	0	LogisticRegression	0.593666762088	300.0806486606598
yeast	control	8	LogisticRegression	0.60444526234	298.45218873023987
yeast	lex_size	9	LogisticRegression	0.584230973705	305.1171293258667
yeast	control	6	LogisticRegression	0.590979975191	301.3465497493744
yeast	control	4	LogisticRegression	0.594344252239	301.56034231185913
wav	control	0	LogisticRegression	0.864400109174	299.915123462677
wav	control	1	LogisticRegression	0.86579982923	300.20893001556396
seg	lex_size	8	LogisticRegression	0.92683982684	311.90893507003784
wav	control	7	LogisticRegression	0.866199989294	302.3995141983032
seg	lex_size	5	LogisticRegression	0.928571428571	313.96276092529297
seg	lex_size	6	LogisticRegression	0.922943722944	314.4991989135742
seg	lex_size	2	LogisticRegression	0.92380952381	315.68759846687317
yeast	lex_size	2	LogisticRegression	0.586934118513	326.5075354576111
yeast	lex_size	5	LogisticRegression	0.595016289753	326.9456100463867
yeast	control	3	LogisticRegression	0.582214861162	327.1196129322052
yeast	control	0	LogisticRegression	0.593670851566	328.4342694282532
yeast	lex_size	7	LogisticRegression	0.590306574517	328.4837214946747
wav	control	6	LogisticRegression	0.86579982923	309.6258466243744
wav	control	5	LogisticRegression	0.86579982923	309.93678879737854
wav	control	2	LogisticRegression	0.864999509102	310.39986276626587
seg	lex_size	3	LogisticRegression	0.921645021645	321.30992889404297
concrete	lex_size	6	LassoLarsCV	0.48770318853	391.3255121707916
wav	control	8	LogisticRegression	0.86579982923	307.5586025714874
concrete	lex_size	8	LassoLarsCV	0.516513235821	392.47851181030273
yeast	control	5	LogisticRegression	0.586938207991	329.0037565231323
