dataset	method	trial	ml	score	time
yacht	weight_parents	1	LassoLarsCV	0.413213018888	19.837810277938843
yacht	weight_parents	0	LassoLarsCV	0.943736148209	20.46492624282837
yacht	weight_parents	12	LassoLarsCV	0.889167730391	20.312071323394775
yacht	weight_parents	14	LassoLarsCV	0.818112789261	21.0497784614563
yacht	weight_parents	17	LassoLarsCV	0.93866928734	20.592614889144897
yacht	weight_parents	16	LassoLarsCV	0.982287753217	20.66420030593872
yacht	weight_parents	6	LassoLarsCV	0.966393522864	21.050199270248413
yacht	weight_parents	8	LassoLarsCV	0.95331351552	21.185689687728882
yacht	weight_parents	10	LassoLarsCV	0.874667655753	21.316478490829468
yacht	control	16	LassoLarsCV	0.958690474434	17.30476713180542
yacht	weight_parents	13	LassoLarsCV	0.905969253697	22.01014471054077
heart	weight_parents	8	LogisticRegression	0.837037037037	12.136141538619995
heart	weight_parents	17	LogisticRegression	0.811111111111	12.120333909988403
heart	weight_parents	5	LogisticRegression	0.840740740741	12.197744369506836
heart	weight_parents	0	DecisionTreeClassifier	0.77037037037	6.814168691635132
heart	weight_parents	16	LogisticRegression	0.825925925926	12.408188581466675
heart	weight_parents	10	LogisticRegression	0.844444444444	12.077929496765137
heart	weight_parents	7	LogisticRegression	0.82962962963	12.091741561889648
2
heart	weight_parents	1	LogisticRegression	0.82962962963	12.071623086929321
yacht	control	1	LassoLarsCV	-1062.2359649	18.631325006484985
yacht	control	4	LassoLarsCV	-19.8938068118	17.9603910446167
heart	weight_parents	18	LogisticRegression	0.848148148148	12.089416027069092
yacht	control	15	LassoLarsCV	-1.54886457639	18.831103324890137
heart	weight_parents	13	LogisticRegression	0.811111111111	12.390153169631958
heart	weight_parents	19	LogisticRegression	0.818518518519	12.697789907455444
yacht	control	10	LassoLarsCV	0.963501689308	19.284531116485596
yacht	control	0	LassoLarsCV	0.897105263721	18.656906604766846
heart	weight_parents	11	LogisticRegression	0.837037037037	13.213075876235962
yacht	control	14	LassoLarsCV	0.952274398946	19.067172527313232
heart	weight_parents	6	LogisticRegression	0.822222222222	13.41488265991211
heart	weight_parents	0	LogisticRegression	0.818518518519	13.420751571655273
heart	weight_parents	12	LogisticRegression	0.840740740741	13.43411636352539
heart	weight_parents	15	LogisticRegression	0.837037037037	13.457097291946411
heart	weight_parents	2	LogisticRegression	0.803703703704	13.465336799621582
heart	weight_parents	9	LogisticRegression	0.818518518519	13.563490152359009
heart	weight_parents	3	LogisticRegression	0.82962962963	13.57256555557251
yacht	weight_parents	18	LassoLarsCV	0.886700725596	19.339582920074463
